id	palette	topic	role	seconds	trim_start	title	creator	source_page	download_url	license	license_url	source_page_sha256	media_sha256	advertised_duration_seconds	decoded_duration_seconds	used_by
foundry_laundromat_l	foundry	laundromat	long	30	10	laundromat washers washing machines close wash2.flac	kyles	https://freesound.org/people/kyles/sounds/454459	https://cdn.freesound.org/previews/454/454459_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	331ea21c148bf65e04728491e9bd39aa93b418855d79eda3c1e8b6ec75db780b	62a57054597cf5388b5802819d35cf22286b77553d8397720d697d4f2bb19eef	80.120000	40.100000	foundry
foundry_laundromat_s	foundry	laundromat	short	12	5	laundromat washers washing machines rattle vibrate4.flac	kyles	https://freesound.org/people/kyles/sounds/454465	https://cdn.freesound.org/previews/454/454465_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	457d9dfa59a736899c7f22e8c3bfe3e59797a59659cfc5e61b970198b79d58b3	1bf46d1b6db26a05848098af0887aa7767c4f23da3f3e23f582daeda1954bb49	176.025000	17.100000	foundry
foundry_dishwasher_l	foundry	dishwasher	long	30	10	Bosch Dishwasher Motor - Base of Machine Close.wav	aaronstar	https://freesound.org/people/aaronstar/sounds/192353	https://cdn.freesound.org/previews/192/192353_3526460-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	77511e24af70d04a5b88ebcfa839d59484c62ef78b2117a28497ebf3ddce33ba	5dc36d06be038781d90ebb6eca506822adf0c130f9ca13dd17c2b27bf8ba7e67	62.392000	40.100000	foundry;tideforge
foundry_dishwasher_s	foundry	dishwasher	short	12	5	dishwasher-glassware.aif	alienistcog	https://freesound.org/people/alienistcog/sounds/124434	https://cdn.freesound.org/previews/124/124434_296888-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	410383444c7752b2b377dfee537ad53de3e7035f9564d90ab8255b93246c55c8	c615f68cc30587e35c1f50b96c35f470ec2587c804fd0c1683961971b312e8b9	69.567000	17.100000	foundry;tideforge
foundry_coffee_machine_l	foundry	coffee_machine	long	30	7.528	cafe and coffee machine.wav	outandaboutworcester	https://freesound.org/people/outandaboutworcester/sounds/670291	https://cdn.freesound.org/previews/670/670291_14466062-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	dffc9239e7abc8a0df3989c5cda3d5d9b004ef0721cadf69cf0ba593dbaab8d8	e475df57c9bf1f5d2d42c3227545c189fa7dfde5214eb018cefa05ba054e9f22	52.584000	37.628005	foundry
foundry_coffee_machine_s	foundry	coffee_machine	short	12	5	Automated Coffee Maker, Machine [RAW]	cabled_mess	https://freesound.org/people/cabled_mess/sounds/394691	https://cdn.freesound.org/previews/394/394691_5450487-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a4a5237391fc8c12a90974800efc6ae497951cbd4c38dee67e2408ec5a53d43b	52b4714737f555495966ca99d40a1ba937d6fb1cb53a0c4427a37b38d4988327	43.894000	17.100000	foundry
foundry_pneumatic_drill_l	foundry	pneumatic_drill	long	30	10	Construction Road Works	Toybox	https://freesound.org/people/Toybox/sounds/707974	https://cdn.freesound.org/previews/707/707974_2190378-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	691cc687ea6709a3f8d6cb2b44c7b3e2941481f50e123d6682fa1dc295229739	e9b7bea3d039edf10adbc87eba0071f2a010a9b24cb08dce62ee32c5b59e079d	70.071000	40.100000	foundry;tideforge
foundry_pneumatic_drill_s	foundry	pneumatic_drill	short	12	4.375	Construction_Site_Pickhammer.WAV	ivolipa	https://freesound.org/people/ivolipa/sounds/337096	https://cdn.freesound.org/previews/337/337096_3474310-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5149749f24e740e0ae1bfdade18b4eb694b5d085a9758b57bc4a6e8dfa17a605	d9491696c592466e32fe6fcc18b8d9fc72b34881ce156d85aa2410c33db13c4c	25.124000	16.475000	foundry;tideforge
foundry_jackhammer_l	foundry	jackhammer	long	30	10	construction jackhammer echo narrow street.flac	kyles	https://freesound.org/people/kyles/sounds/453828	https://cdn.freesound.org/previews/453/453828_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e3d437c10419872684e6283407cc9b75a160e4865c53b8dc59de1795e3427640	359364fd2f96102b293b9324bd89618cbaa74401b8ce3d6a76a942e82f9c613d	125.667000	40.100000	foundry
foundry_jackhammer_s	foundry	jackhammer	short	12	5	russia construction jackhammer traffic	KEDR_SFX	https://freesound.org/people/KEDR_SFX/sounds/326634	https://cdn.freesound.org/previews/326/326634_3503905-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	507eac6752a6cc48dc1b164857b0bcff397c2c8aee7492a97b653e97f67b8922	21ff5a91d97d7d4a8b25d1e6a31169d4dc655ead5c1bccf6c6bf2d39de8d7df3	304.840000	17.100000	foundry
foundry_demolition_l	foundry	demolition	long	30	10	Builder using electric chisel.	Deester	https://freesound.org/people/Deester/sounds/350882	https://cdn.freesound.org/previews/350/350882_2287090-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	17976f74036bd445eafc3c41b1c7f9c15634b1278b6aeaf4065d785949425273	fa1d35a70cf1e7bd92f463bcfbc8b9f88a2a40ac50a136673b035afc78792b06	317.671000	40.100000	foundry;tideforge
foundry_demolition_s	foundry	demolition	short	12	5	Japan_Matsudo_5thFloor_ConstructionWorks_City_2.wav	RutgerMuller	https://freesound.org/people/RutgerMuller/sounds/365201	https://cdn.freesound.org/previews/365/365201_179538-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a208f86536f23948923da428542f44da40104506451fd652e66b2dc27db1e932	649e8dca45e983926b151db7700bbeb5b19ffc254ce2ef0cf6d02bade0543940	1416.000000	17.100000	foundry;tideforge
foundry_hammering_l	foundry	hammering	long	30	2.378	Construction Sounds Hammering a Nail	deleted_user_7146007	https://freesound.org/people/deleted_user_7146007/sounds/383726	https://cdn.freesound.org/previews/383/383726_7146007-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	3d6e50ec80dca8d052a7b3007fd3cfd8002dc515bc4be63d07295c86dc785a16	e5c82656db11840eb821b8e556fec4f9af983fb5bfd8d3934d22f3fe9543144f	37.133000	32.478000	foundry
foundry_hammering_s	foundry	hammering	short	12	5	traffic medium Middle East busy boulevard horn honks2 echo like tunnel and construction hammering Gaza Strip 2016.wav	kyles	https://freesound.org/people/kyles/sounds/407332	https://cdn.freesound.org/previews/407/407332_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ea24aaf464d699b0723e60e735d15841bb3bc763c3b44af5c484cf8f1fd92907	a77e925b46ae085f603335a53d7c5d4bb9694ce22db7fa26a3e74ac5ea33d7c8	106.982000	17.100000	foundry
foundry_power_drill_l	foundry	power_drill	long	30	3.309	Pillar Drill Drilling steel	jameswrowles	https://freesound.org/people/jameswrowles/sounds/516602	https://cdn.freesound.org/previews/516/516602_3874107-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	d29b5fe9e4d19443ed314d996ebbade6dfe914b475edd230a92eedecdaea3ec9	69b874d2f13b04e0a2b825c963ef28fdc91bed769d8c62290153b9a1fa248af7	39.928000	33.409002	foundry;tideforge
foundry_power_drill_s	foundry	power_drill	short	12	5	Pillar Drill Drilling Wood	jameswrowles	https://freesound.org/people/jameswrowles/sounds/516604	https://cdn.freesound.org/previews/516/516604_3874107-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	601ab04dd8431f47f223e85e0cb9916c7e7eaf712f503fcbaf4d62c96e44a030	8936f63bca780f9a7cbdc830891a31f30b2118c057690277f1976f142aee7f41	36.487000	17.100000	foundry;tideforge
foundry_compressor_l	foundry	compressor	long	30	10	Industrial-compressor.wav	Astounded	https://freesound.org/people/Astounded/sounds/478118	https://cdn.freesound.org/previews/478/478118_10201334-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	6062c31813dd06af69c7b96fe50be1b11835f4ce4df5f92d4765097d2b69f1ad	1647e78286d9d3405bb32c0784df09eba9dc699507871523c225d07cfe0d56dd	65.029000	40.100000	foundry
foundry_compressor_s	foundry	compressor	short	12	3.225	electric_air_compressor_close_mono.WAV	firanthir	https://freesound.org/people/firanthir/sounds/338970	https://cdn.freesound.org/previews/338/338970_1850267-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	13011b654608646cc26d377a33f08bfa1eb9536f8be98b576a9b24a3113056a5	93d6aba2abb7326e9bb32a16734841588e634793a67e63dfd9543e37086c54a9	21.676000	15.325000	foundry
foundry_generator_l	foundry	generator	long	30	0.205	URBAN NOISE LOOP w BUILDING FAN GENERATOR .wav	ListenTonyBoy	https://freesound.org/people/ListenTonyBoy/sounds/326254	https://cdn.freesound.org/previews/326/326254_5600514-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	27075c8056df76a6518be6f162b1fa7854e2922797277a20ee95669ccc3bb8f5	acb9043276978513913d727fe137e645b0df9168a34ce5cb1b12d873e0191c52	30.615000	30.305011	foundry;tideforge
foundry_generator_s	foundry	generator	short	12	1.531	Sci Fi Generator or Motor or Forcefield Loop	Euphrosyyn	https://freesound.org/people/Euphrosyyn/sounds/382687	https://cdn.freesound.org/previews/382/382687_5051822-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	8b38fb436028b34a923f0c47997d113c785adcd90fc49ea8d57034e7cb216b30	0159e1a0d0904e6152a6055d62e51cff564c16b3239953fdd0e6ed84f583e820	16.592000	13.631000	foundry;tideforge
foundry_turbine_l	foundry	turbine	long	30	10	wind turbine	eguaus	https://freesound.org/people/eguaus/sounds/321719	https://cdn.freesound.org/previews/321/321719_40875-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4235bb916fcedaea65ddb4acc8ea3a986669513e01c8911c101b6d767a3c7618	e0f50076265befbee375a06b157853a252225e120bcbde72448b1e51c2c0fb84	60.822000	40.100000	foundry
foundry_turbine_s	foundry	turbine	short	12	5	wind turbine Pelczyce	Sempoo	https://freesound.org/people/Sempoo/sounds/403226	https://cdn.freesound.org/previews/403/403226_116752-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	250341f6ce42e10362834b7fd79894a5dddae69bf3607dc8662087f55b2fd16a	6d85f63770c6d27ecb543ad8b779283187689ba1612b6315f79ce6580b7b1ebe	120.014000	17.100000	foundry
foundry_pump_room_l	foundry	pump_room	long	30	10	factory ambience industrial pump room hum with PA announcement heavy echo and pump turn on start.flac	kyles	https://freesound.org/people/kyles/sounds/637521	https://cdn.freesound.org/previews/637/637521_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	695e6d2d918a2b55988bc59f200a505d2b92e15d23663565597f8cceb59d9b54	ece244899f272deea8bce0e5fd4f2d331e798439befc546e94028ad6424294ba	99.271000	40.100000	foundry;tideforge
foundry_pump_room_s	foundry	pump_room	short	12	5	buzz hum electric industrial pump room.flac	kyles	https://freesound.org/people/kyles/sounds/453424	https://cdn.freesound.org/previews/453/453424_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	607c7e30b6bbe0ef6374ada1e99044112d4db4cf7b95709e15cb24fecb5bad6c	d0499139b0cbf29e86f277fbc0a56e4aacbd0ed8ac90b1f9177f026c216b3db3	34.247000	17.100000	foundry;tideforge
foundry_conveyor_l	foundry	conveyor	long	30	10	Industrial Conveyor Belt	Kinoton	https://freesound.org/people/Kinoton/sounds/519027	https://cdn.freesound.org/previews/519/519027_2247456-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	aa145eec1af3fe85aad4ba96a1acc42d33d9e422c2a32ba371e2517b6065ea43	4756172610eaac624802dbbcc5dcf3775f4ff0916de18dc8c576d226e6477be3	94.169000	40.100000	foundry
foundry_conveyor_s	foundry	conveyor	short	12	5	metal rollers conveyor belt with no belt to bring boxes to store basement normal and slow prickly gritty movement.flac	kyles	https://freesound.org/people/kyles/sounds/454082	https://cdn.freesound.org/previews/454/454082_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	75e5e22870d9d13240ea2806edf1a1442db353dd55eeb71ced065b1a956d19c4	ebe8ad2759e27151e4aef507f20e5c1c767e595b50f87277147e401b17d0b2ed	33.116000	17.100000	foundry
foundry_quarry_l	foundry	quarry	long	30	10	Quarry Tunnel Ambience 1, Large Splash	ecfike	https://freesound.org/people/ecfike/sounds/476318	https://cdn.freesound.org/previews/476/476318_2337290-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	9ec20df1f258274c4daadf93c73025a486fbadbe1cf9699c1dc6b0e5a7e3c33d	384fc880e9827245c48c084048a764fe4d4e0379c8586d0fa482f8a7cc7c8375	173.000000	40.100000	foundry;tideforge
foundry_quarry_s	foundry	quarry	short	12	5	Quarry Tunnel Ambience 2, Loud Droplets	ecfike	https://freesound.org/people/ecfike/sounds/476317	https://cdn.freesound.org/previews/476/476317_2337290-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5c9d7a661bff550c574bc8b48201e7b95e2d1c9d262a5d0d1cbabe319f3c0736	21f15334f132b5768ab9a9f48669d0028dc408f2efdd2429d7e801c318f77fa6	162.000000	17.100000	foundry;tideforge
commons_market_l	commons	market	long	30	10	crowd ext enclosed market medium busy Haitian walla2.flac	kyles	https://freesound.org/people/kyles/sounds/450589	https://cdn.freesound.org/previews/450/450589_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a87dff536a758534a4c97fb60addee9e665d1642c1f92706a31e1523e75cbfd3	0388745786677d4ddc72b2c317fd0c985416a56a107a623c093dc9c92fac6927	342.008000	40.100000	commons
commons_market_s	commons	market	short	12	3.452	market ext busy on big open street second hand clothing medium active crowd close and nearby vendors shout in Logandan4 +distant light traffic, female vendor Kampala, Uganda, Africa 2016.wav	kyles	https://freesound.org/people/kyles/sounds/407154	https://cdn.freesound.org/previews/407/407154_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	e943bfa2972d4e18570ed4e4cc7ebf596d6ff7a8c81c68b555b18b58cd88fa50	b7e6cc75f9f94551c18c60c5d482e579bb137c2ef2f79e5379b371daddf2642f	22.355000	15.552000	commons
commons_restaurant_l	commons	restaurant	long	30	10	restaurant ambience.wav	sarahmariealice	https://freesound.org/people/sarahmariealice/sounds/265870	https://cdn.freesound.org/previews/265/265870_2150067-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	44762dc6110257dfa19e49c71114acfddb46ca7801b30983aa551da9e783145f	6697b7147c1bb11a15d880291636ae778e3f762e4edc492601e96fe0aaee9933	141.777000	40.100000	commons;stormfolk
commons_restaurant_s	commons	restaurant	short	12	5	Dutch restaurant ambience	hz37	https://freesound.org/people/hz37/sounds/372610	https://cdn.freesound.org/previews/372/372610_123355-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	880b771695a4a7e768e3989174695fd7d0e31d4430ded71651664b8a71a45407	22bcb364f36d2d8599452ed14e03ae5431f1ac89fca0a26a41de94ba62d3ad9c	41.173000	17.100000	commons;stormfolk
commons_cafe_l	commons	cafe	long	30	0.29	Bustling Cafe Ambience	Talitha5	https://freesound.org/people/Talitha5/sounds/509950	https://cdn.freesound.org/previews/509/509950_4458028-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	7bdea50b97148835313cd55e1055919e87ad2c2574ce416d022fbae4efe3911c	5631ae1a939899b7396151baa644710bdd608a3732d962a2887ff15f79539c40	30.869000	30.390000	commons
commons_cafe_s	commons	cafe	short	12	5	ambience Cafe basement.m4a	clivew	https://freesound.org/people/clivew/sounds/577104	https://cdn.freesound.org/previews/577/577104_832398-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	409a6b4d738825c7b9dc535563301e4c90e0c6e4e3e670fde81da74e5a8d0faa	f06a713eda1253a75125b743494deb9b374384d460fba254b41a683813e3123a	297.472000	17.100000	commons
commons_cafeteria_l	commons	cafeteria	long	30	3.013	Cafeteria ambient.wav	amthomas101	https://freesound.org/people/amthomas101/sounds/175831	https://cdn.freesound.org/previews/175/175831_2507638-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	74203514efbbc599e24dbf8f8fcd9f57e4b58dc9b1ed8dee3d7eb17ce956c0cb	78b6a60600c519a84cc4815204d8e972362aef240304121f6bd22de8e3cb701b	39.039000	33.112993	commons;stormfolk
commons_cafeteria_s	commons	cafeteria	short	12	5	crowd int high school cafeteria busy short	kyles	https://freesound.org/people/kyles/sounds/450402	https://cdn.freesound.org/previews/450/450402_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	cddcfd1616183d5ea70178da792f35746457be61e2c5b08c47587a90714c514b	35f361fc3e1fcdbfa2622321b5362f82c8d0fa951058ba5ef2e099a8c1f8b088	28.879000	17.100000	commons;stormfolk
commons_playground_l	commons	playground	long	30	7.075	Playground ambience with kids voices, swing whining and birds singing	aninamedina	https://freesound.org/people/aninamedina/sounds/710743	https://cdn.freesound.org/previews/710/710743_4043400-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	f4ddc0a68e495f7b8da3481cf89da8ec418a16918d8cc7df6d00d126d9ff5332	4f9f5087ebf17a90487931ff9dc376b3955ccc9578a54cfa252be1b1b1a76599	51.226000	37.175011	commons
commons_playground_s	commons	playground	short	12	5	Indoor Playground Ambience	Nielsvdb	https://freesound.org/people/Nielsvdb/sounds/705006	https://cdn.freesound.org/previews/705/705006_3315462-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	464769520326e30aee67ad08b15509f2888adf060d94efd46eb38a1089f5ab7b	b96396e9cf444f49b5647cdf995cfd96987e0438b0345aa874210cb87b479824	208.172000	17.100000	commons
commons_stadium_l	commons	stadium	long	30	10	19 Football Crowd - Reaction To Goal.flac	D.jones	https://freesound.org/people/D.jones/sounds/528799	https://cdn.freesound.org/previews/528/528799_11431915-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b30523aae2e0fc2333b2b194af9fb45298048590882c854301459e604db5c493	24ef4d2e59c63975f1267c2342359134a5de0de6952e2b1169850419e113fbdb	93.173000	40.100000	commons;stormfolk
commons_stadium_s	commons	stadium	short	12	4.625	MLB Crowd Cheer - 09032022.wav	tylermyers1992	https://freesound.org/people/tylermyers1992/sounds/649156	https://cdn.freesound.org/previews/649/649156_7149873-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b7a34604cb6e41ebc312b423a45d425d5896b00d0d0b73d2b8ed0552e3b432f8	5872c692b25049147ae8c3b51986e0888ff831940c3c0e1ea92d7ca545d62edf	25.875000	16.725011	commons;stormfolk
commons_protest_l	commons	protest	long	30	10	15 Chanting & crowd.ogg	deleted_user_2104797	https://freesound.org/people/deleted_user_2104797/sounds/330975	https://cdn.freesound.org/previews/330/330975_2104797-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	18d61689ddc098a7326915319ceba623888fe3f861088cc3eb53dbccb066ec45	c4be7d9a140e7cd51c93d32af60ea6e4b467e4c13e7b9a5357dd35c8e1fb26e4	91.512000	40.100000	commons
commons_protest_s	commons	protest	short	12	5	7 Through the march 2.ogg	deleted_user_2104797	https://freesound.org/people/deleted_user_2104797/sounds/330985	https://cdn.freesound.org/previews/330/330985_2104797-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	4347c4b6cfc72ab551d47de5c594b1cce90b1525b0a6830e40aa94a658987059	ea7581be5f50dc2b0ecb37f14affc3c7725cfc7bf7f602f8db67226ce51fa60c	122.765000	17.100000	commons
commons_parade_l	commons	parade	long	30	10	crowd ext medium excited like parade Indian municipal election candidate drive through back street on megaphone distant horn honks voices drumming and cheering India.flac	kyles	https://freesound.org/people/kyles/sounds/451354	https://cdn.freesound.org/previews/451/451354_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	71025b4ee9c29dec39b7b0ab9d691e79cc1ce354b2d1f92e9b518cc5bd9efabe	f5e0f8856f34f5e806da8979e66b245e2ee8b3c98c35d5451e4597977673aaf3	176.765000	40.100000	commons;stormfolk
commons_parade_s	commons	parade	short	12	5	crowd ext side street walk to parade with chopper good sense of movement and anticipation.flac	kyles	https://freesound.org/people/kyles/sounds/637454	https://cdn.freesound.org/previews/637/637454_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	21c1185aa5dd7253dc4bd2dc665a7696c966046e73a5dc583403ea30df43df28	b70e36e4a7cfc1f685dee7463d5545b3d5d206ae3356d58f1751bf466dfe560f	101.635000	17.100000	commons;stormfolk
commons_festival_l	commons	festival	long	30	10	distant music festival	Yuval	https://freesound.org/people/Yuval/sounds/197229	https://cdn.freesound.org/previews/197/197229_770707-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	15e99ff8242cbba5b3d2f4f60444df9a45a9c83a6daa1a365c6f48f9c9dfda1f	129aeed5a27e971fc5ba4981e8d5d924504e5b23072f63813223d96ffdf3e333	282.800000	40.100000	commons
commons_festival_s	commons	festival	short	12	5	Tokyo - Festival Drums and Flute.	manuke	https://freesound.org/people/manuke/sounds/315888	https://cdn.freesound.org/previews/315/315888_5356267-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b7d51259a0aff657eb7970df556427c9b725701648756880a0de5b8bddda2d50	8c6344244caecd401cf72fc80fcfa395126e1ed63ff79abcb8bebfae22f7c296	82.000000	17.100000	commons
commons_carnival_l	commons	carnival	long	30	4.782	S41-28 Carnival Ambiance; mainly voices; barkers calling to crowd.wav	craigsmith	https://freesound.org/people/craigsmith/sounds/675012	https://cdn.freesound.org/previews/675/675012_2524442-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	b6ad03c2bb85c69df81768a87b7e148f6c0b142cd7f30ef650272e253861408b	1370883aed636f731b089dad7d3fbf958c24cabe11ead967d7b1e0e46ce43104	44.346000	34.882000	commons;stormfolk
commons_carnival_s	commons	carnival	short	12	5	2011-carnival-merry-go-round.aiff	alienistcog	https://freesound.org/people/alienistcog/sounds/126661	https://cdn.freesound.org/previews/126/126661_296888-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	59afd9ad492f2bd98ed9f391963ee7085a7ceab2227af0a3ecde1367e8f93781	42d30e6bcda70a3a9b2adf95879ea39dfc56c0641fb1adf91e3707b87be0ac49	86.040000	17.100000	commons;stormfolk
commons_church_l	commons	church	long	30	6.116	Gothic church bells.mp3	Aeonemi	https://freesound.org/people/Aeonemi/sounds/180330	https://cdn.freesound.org/previews/180/180330_3356065-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	a05edba47ec12bb2d0521035dea5efa770dac1f76e417e1dc7d54f82fe99a2db	308fac8bfcea3eb9c87fdfbc0cdd710dde481153cc399eeb2f3fc75cc5fbbc73	48.348000	36.216009	commons
commons_church_s	commons	church	short	12	5	church bells.wav	Robin Whittaker	https://freesound.org/people/Robin%20Whittaker/sounds/36628	https://cdn.freesound.org/previews/36/36628_35711-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	bc64a348700f58b95d354693e19a9c166f7fcc4d076f5aa21d7db82ffc8e8319	31b0d7682fc24a8d6ea47ff8088b7d0043dd667efd33423c5e6e1c7d6e9e2e52	149.351000	17.100000	commons
commons_choir_rehearsal_l	commons	choir_rehearsal	long	30	8.382	Hendricks choir practice.wav	KFerentchak	https://freesound.org/people/KFerentchak/sounds/218379	https://cdn.freesound.org/previews/218/218379_4070508-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	76a8a3eaf71f260c7f2aaebfc0ba793bafee7538ddd7dde562a7a233cc174183	4b6bba494846bebf3e2764087f7b8524762b6d98feb423cd4682b99961963489	55.147000	38.481995	commons;stormfolk
commons_choir_rehearsal_s	commons	choir_rehearsal	short	12	5	Kids chorus singing Lebanese national anthem.aif	The_Sound_Side	https://freesound.org/people/The_Sound_Side/sounds/256277	https://cdn.freesound.org/previews/256/256277_989468-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	0447c1a558688f99ebe798f8606fdb9a677b0008433ed5a9f942224c0614c962	8efb0b17a2c3f8cdbdd4f4044a799fa2b9e8f6ac040db9e831bc4d6e16d96a42	50.000000	17.100000	commons;stormfolk
commons_theater_l	commons	theater	long	30	10	Movements before theater	xkeril	https://freesound.org/people/xkeril/sounds/634752	https://cdn.freesound.org/previews/634/634752_13504080-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	2227264cba80e8e786113a0cf71904d91ce7b052b600af4cf1a5dd392f1694e7	8bd3aa10b7de7ccd01d8c379eec044c95b6ecc3bd593dc2aef56a0c28f95180c	68.012000	40.100000	commons
commons_theater_s	commons	theater	short	12	5	applause int large crowd auditorium theater concert show great.flac	kyles	https://freesound.org/people/kyles/sounds/453727	https://cdn.freesound.org/previews/453/453727_612689-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	24bf11dc56174e238f442731cc21875d7f47e0759e66a17fbc1151806020e42c	ab0a5c58520df0c8b615f5583b93ea6cfb6961a92455c3a3ce65afa6808a069d	138.264000	17.100000	commons
commons_orchestra_tuning_l	commons	orchestra_tuning	long	30	6.839	Orchestra tuning large room ambience-7eqa_01-02.wav	bryguyllotr	https://freesound.org/people/bryguyllotr/sounds/434592	https://cdn.freesound.org/previews/434/434592_5037446-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	5938aa109fec98c41362bdde081e80db2df1341f63c19305b6ffeb6fca1f62b1	9c48761d72bc00e096496d5ad5563d0134b95341667dc297bd00cfa4dbd37dc8	50.517000	36.939000	commons;stormfolk
commons_orchestra_tuning_s	commons	orchestra_tuning	short	12	5	Orchestra Tuning	TeTeNoise	https://freesound.org/people/TeTeNoise/sounds/518549	https://cdn.freesound.org/previews/518/518549_8140496-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	00cecef7fe3b4644f860e6c2cce76e5262a49ac727f47e89e9f7775dcf238fb1	4dd19b1424f8e24486052dfaaf0d7d7884bdced0e0274272d1112100242ef09e	304.000000	17.100000	commons;stormfolk
commons_library_l	commons	library	long	30	10	Library ambience	xkeril	https://freesound.org/people/xkeril/sounds/613781	https://cdn.freesound.org/previews/613/613781_13504080-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	ba1dd68a4f1605943589af7eb36be4523e0db3bca6d357053049b00439f0967a	fb402ba44f4383b65fc6354c4ef3ca80c291c4b03074d13de17ece9cf9197c0e	433.567000	40.100000	commons
commons_library_s	commons	library	short	12	5	Quiet library ambience	xkeril	https://freesound.org/people/xkeril/sounds/620683	https://cdn.freesound.org/previews/620/620683_13504080-hq.mp3	Creative Commons 0	https://creativecommons.org/publicdomain/zero/1.0/	570078cafa2b7789faa89cd8c8858301534e44a3ef8059b36d5c102c38114b31	9d86a41ca01524478d1342f9139ed87a90d03d29432c7b04ba2dcb515ea7c0f5	580.608000	17.100000	commons
